id,word,traditional,pinyin,pos,level,lexical_pattern,default_surface_pattern,sandhi_tags,surface_label_needs_clip_review,forvo_url
L3-0763,文章,文章,wénzhāng,N,3,2-1,2-1,,False,https://forvo.com/word/文章/#zh
L3-0764,文字,文字,wénzì,N,3,2-4,2-4,,False,https://forvo.com/word/文字/#zh
L3-0765,握手,握手,wòshǒu,,3,4-3,4-3,,False,https://forvo.com/word/握手/#zh
L3-0766,屋子,屋子,wūzi,N,3,1-N,1-N,neutral_tone,False,https://forvo.com/word/屋子/#zh
L3-0767,武器,武器,wǔqì,N,3,3-4,3-4,,False,https://forvo.com/word/武器/#zh
L3-0768,武术,武術,wǔshù,N,3,3-4,3-4,,False,https://forvo.com/word/武术/#zh
L3-0769,舞台,舞臺,wǔtái,N,3,3-2,3-2,,False,https://forvo.com/word/舞台/#zh
L3-0770,西部,西部,xībù,N,3,1-4,1-4,,False,https://forvo.com/word/西部/#zh
L3-0771,希望,希望,xīwàng,V/N,3,1-4,1-4,,False,https://forvo.com/word/希望/#zh
L3-0772,系,系,xì,N,3,4,4,,False,https://forvo.com/word/系/#zh
L3-0773,下来,下來,xiàlái,,3,4-N,4-N,neutral_tone,False,https://forvo.com/word/下来/#zh
L3-0774,下面,下面,xiàmiàn,N,3,4-4,4-4,,False,https://forvo.com/word/下面/#zh
L3-0775,下去,下去,xiàqù,,3,4-4,4-4,,False,https://forvo.com/word/下去/#zh
L3-0776,先进,先進,xiānjìn,Adj/N,3,1-4,1-4,,False,https://forvo.com/word/先进/#zh
L3-0777,显得,顯得,xiǎnde,V,3,3-N,3-N,neutral_tone,False,https://forvo.com/word/显得/#zh
L3-0778,显然,顯然,xiǎnrán,Adj,3,3-2,3-2,,False,https://forvo.com/word/显然/#zh
L3-0779,显示,顯示,xiǎnshì,V,3,3-4,3-4,,False,https://forvo.com/word/显示/#zh
L3-0780,现场,現場,xiànchǎng,N,3,4-3,4-3,,False,https://forvo.com/word/现场/#zh
L3-0781,现代,現代,xiàndài,N,3,4-4,4-4,,False,https://forvo.com/word/现代/#zh
L3-0782,现金,現金,xiànjīn,N,3,4-1,4-1,,False,https://forvo.com/word/现金/#zh
L3-0783,现实,現實,xiànshí,N,3,4-2,4-2,,False,https://forvo.com/word/现实/#zh
L3-0784,现象,現象,xiànxiàng,N,3,4-4,4-4,,False,https://forvo.com/word/现象/#zh
L3-0785,线,線,xiàn,N,3,4,4,,False,https://forvo.com/word/线/#zh
L3-0786,相比,相比,xiāngbǐ,V,3,1-3,1-3,,False,https://forvo.com/word/相比/#zh
L3-0787,相当,相當,xiāngdāng,Adv/V,3,1-1,1-1,,False,https://forvo.com/word/相当/#zh
L3-0788,相关,相關,xiāngguān,V,3,1-1,1-1,,False,https://forvo.com/word/相关/#zh
L3-0789,相互,相互,xiānghù,Adv,3,1-4,1-4,,False,https://forvo.com/word/相互/#zh
L3-0790,相似,相似,xiāngsì,Adj,3,1-4,1-4,,False,https://forvo.com/word/相似/#zh
L3-0791,香,香,xiāng,Adj,3,1,1,,False,https://forvo.com/word/香/#zh
L3-0792,香蕉,香蕉,xiāngjiāo,N,3,1-1,1-1,,False,https://forvo.com/word/香蕉/#zh
L3-0793,消费,消費,xiāofèi,V,3,1-4,1-4,,False,https://forvo.com/word/消费/#zh
L3-0794,消失,消失,xiāoshī,V,3,1-1,1-1,,False,https://forvo.com/word/消失/#zh
L3-0795,消息,消息,xiāoxi,N,3,1-N,1-N,neutral_tone,False,https://forvo.com/word/消息/#zh
L3-0796,效果,效果,xiàoguǒ,N,3,4-3,4-3,,False,https://forvo.com/word/效果/#zh
L3-0797,写作,寫作,xiězuò,V,3,3-4,3-4,,False,https://forvo.com/word/写作/#zh
L3-0798,血,血,xiě,N,3,4,4,,False,https://forvo.com/word/血/#zh
L3-0799,心,心,xīn,N,3,1,1,,False,https://forvo.com/word/心/#zh
L3-0800,信,信,xìn,V,3,4,4,,False,https://forvo.com/word/信/#zh
L3-0801,信封,信封,xìnfēng,N,3,4-1,4-1,,False,https://forvo.com/word/信封/#zh
L3-0802,信任,信任,xìnrèn,V,3,4-4,4-4,,False,https://forvo.com/word/信任/#zh
L3-0803,行李,行李,xíngli,N,3,2-N,2-N,neutral_tone,False,https://forvo.com/word/行李/#zh
L3-0804,形成,形成,xíngchéng,V,3,2-2,2-2,,False,https://forvo.com/word/形成/#zh
L3-0805,形式,形式,xíngshì,N,3,2-4,2-4,,False,https://forvo.com/word/形式/#zh
L3-0806,形象,形象,xíngxiàng,N/Adj,3,2-4,2-4,,False,https://forvo.com/word/形象/#zh
L3-0807,形状,形狀,xíngzhuàng,N,3,2-4,2-4,,False,https://forvo.com/word/形状/#zh
L3-0808,幸福,幸福,xìngfú,Adj/N,3,4-2,4-2,,False,https://forvo.com/word/幸福/#zh
L3-0809,幸运,幸運,xìngyùn,Adj,3,4-4,4-4,,False,https://forvo.com/word/幸运/#zh
L3-0810,性（积极性）,性（積極性）,xìng(jījíxìng),Suffix,3,4,4,,False,https://forvo.com/word/性（积极性）/#zh
L3-0811,性别,性別,xìngbié,N,3,4-2,4-2,,False,https://forvo.com/word/性别/#zh
L3-0812,性格,性格,xìnggé,N,3,4-2,4-2,,False,https://forvo.com/word/性格/#zh
L3-0813,修,修,xiū,V,3,1,1,,False,https://forvo.com/word/修/#zh
L3-0814,修改,修改,xiūgǎi,V,3,1-3,1-3,,False,https://forvo.com/word/修改/#zh
L3-0815,需求,需求,xūqiú,N,3,1-2,1-2,,False,https://forvo.com/word/需求/#zh
L3-0816,需要,需要,xūyào,V/N,3,1-4,1-4,,False,https://forvo.com/word/需要/#zh
L3-0817,宣布,宣布,xuānbù,V,3,1-4,1-4,,False,https://forvo.com/word/宣布/#zh
L3-0818,宣传,宣傳,xuānchuán,V/N,3,1-2,1-2,,False,https://forvo.com/word/宣传/#zh
L3-0819,选手,選手,xuǎnshǒu,N,3,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/选手/#zh
L3-0820,学费,學費,xuéfèi,N,3,2-4,2-4,,False,https://forvo.com/word/学费/#zh
L3-0821,训练,訓練,xùnliàn,V/N,3,4-4,4-4,,False,https://forvo.com/word/训练/#zh
L3-0822,压,壓,yā,V,3,1,1,,False,https://forvo.com/word/压/#zh
L3-0823,压力,壓力,yālì,N,3,1-4,1-4,,False,https://forvo.com/word/压力/#zh
L3-0824,烟,煙,yān,N,3,1,1,,False,https://forvo.com/word/烟/#zh
L3-0825,眼前,眼前,yǎnqián,N,3,3-2,3-2,,False,https://forvo.com/word/眼前/#zh
L3-0826,演,演,yǎn,V,3,3,3,,False,https://forvo.com/word/演/#zh
L3-0827,演唱,演唱,yǎnchàng,V,3,3-4,3-4,,False,https://forvo.com/word/演唱/#zh
L3-0828,演唱会,演唱會,yǎnchànghuì,N,3,3-4-4,3-4-4,,False,https://forvo.com/word/演唱会/#zh
L3-0829,演出,演出,yǎnchū,V/N,3,3-1,3-1,,False,https://forvo.com/word/演出/#zh
L3-0830,演员,演員,yǎnyuán,N,3,3-2,3-2,,False,https://forvo.com/word/演员/#zh
L3-0831,羊,羊,yáng,N,3,2,2,,False,https://forvo.com/word/羊/#zh
L3-0832,阳光,陽光,yángguāng,N,3,2-1,2-1,,False,https://forvo.com/word/阳光/#zh
L3-0833,要是,要是,yàoshi,Conj,3,4-N,4-N,neutral_tone,False,https://forvo.com/word/要是/#zh
L3-0834,衣架,衣架,yījià,N,3,1-4,1-4,,False,https://forvo.com/word/衣架/#zh
L3-0835,一切,一切,yīqiè,Pron,3,1-4,2-4,yi_before_t4,False,https://forvo.com/word/一切/#zh
L3-0836,已,已,yǐ,Adv,3,3,3,,False,https://forvo.com/word/已/#zh
L3-0837,以来,以來,yǐlái,N,3,3-2,3-2,,False,https://forvo.com/word/以来/#zh
L3-0838,一方面,一方面,yīfāngmiàn,N,3,1-1-4,4-1-4,yi_before_non_t4,False,https://forvo.com/word/一方面/#zh
L3-0839,艺术,藝術,yìshù,N,3,4-4,4-4,,False,https://forvo.com/word/艺术/#zh
L3-0840,意外,意外,yìwài,Adj/N,3,4-4,4-4,,False,https://forvo.com/word/意外/#zh
L3-0841,意义,意義,yìyì,N,3,4-4,4-4,,False,https://forvo.com/word/意义/#zh
L3-0842,因此,因此,yīncǐ,Conj,3,1-3,1-3,,False,https://forvo.com/word/因此/#zh
L3-0843,银,銀,yín,N,3,2,2,,False,https://forvo.com/word/银/#zh
L3-0844,银牌,銀牌,yínpái,N,3,2-2,2-2,,False,https://forvo.com/word/银牌/#zh
L3-0845,印象,印象,yìnxiàng,N,3,4-4,4-4,,False,https://forvo.com/word/印象/#zh
L3-0846,应当,應當,yīngdāng,V,3,1-1,1-1,,False,https://forvo.com/word/应当/#zh
L3-0847,迎接,迎接,yíngjiē,V,3,2-1,2-1,,False,https://forvo.com/word/迎接/#zh
L3-0848,营养,營養,yíngyǎng,N,3,2-3,2-3,,False,https://forvo.com/word/营养/#zh
L3-0849,赢,贏,yíng,V,3,2,2,,False,https://forvo.com/word/赢/#zh
L3-0850,影视,影視,yǐngshì,N,3,3-4,3-4,,False,https://forvo.com/word/影视/#zh
L3-0851,应用,應用,yìngyòng,V,3,4-4,4-4,,False,https://forvo.com/word/应用/#zh
L3-0852,优点,優點,yōudiǎn,N,3,1-3,1-3,,False,https://forvo.com/word/优点/#zh
L3-0853,优势,優勢,yōushì,N,3,1-4,1-4,,False,https://forvo.com/word/优势/#zh
L3-0854,由,由,yóu,Prep,3,2,2,,False,https://forvo.com/word/由/#zh
L3-0855,由于,由於,yóuyú,Prep/Conj,3,2-2,2-2,,False,https://forvo.com/word/由于/#zh
L3-0856,邮件,郵件,yóujiàn,N,3,2-4,2-4,,False,https://forvo.com/word/邮件/#zh
L3-0857,邮票,郵票,yóupiào,N,3,2-4,2-4,,False,https://forvo.com/word/邮票/#zh
L3-0858,邮箱,郵箱,yóuxiāng,N,3,2-1,2-1,,False,https://forvo.com/word/邮箱/#zh
L3-0859,游,游,yóu,V,3,2,2,,False,https://forvo.com/word/游/#zh
L3-0860,游戏,遊戲,yóuxì,N,3,2-4,2-4,,False,https://forvo.com/word/游戏/#zh
L3-0861,游泳,游泳,yóuyǒng,N/V,3,2-3,2-3,,False,https://forvo.com/word/游泳/#zh
L3-0862,有的是,有的是,yǒudeshì,,3,3-N-4,3-N-4,neutral_tone,False,https://forvo.com/word/有的是/#zh
L3-0863,有利,有利,yǒulì,Adj,3,3-4,3-4,,False,https://forvo.com/word/有利/#zh
L3-0864,有效,有效,yǒuxiào,V,3,3-4,3-4,,False,https://forvo.com/word/有效/#zh
L3-0865,预报,預報,yùbào,V/N,3,4-4,4-4,,False,https://forvo.com/word/预报/#zh
L3-0866,预防,預防,yùfáng,V,3,4-2,4-2,,False,https://forvo.com/word/预防/#zh
L3-0867,预计,預計,yùjì,V,3,4-4,4-4,,False,https://forvo.com/word/预计/#zh
L3-0868,预习,預習,yùxí,V,3,4-2,4-2,,False,https://forvo.com/word/预习/#zh
L3-0869,员（服务员）,員（服務員）,yuán (fúwùyuán),Suffix,3,2,2,,False,https://forvo.com/word/员（服务员）/#zh
L3-0870,员工,員工,yuángōng,N,3,2-1,2-1,,False,https://forvo.com/word/员工/#zh
L3-0871,愿望,願望,yuànwàng,N,3,4-4,4-4,,False,https://forvo.com/word/愿望/#zh
L3-0872,约,約,yuē,V,3,1,1,,False,https://forvo.com/word/约/#zh
L3-0873,乐队,樂隊,yuèduì,N,3,4-4,4-4,,False,https://forvo.com/word/乐队/#zh
L3-0874,运输,運輸,yùnshū,V,3,4-1,4-1,,False,https://forvo.com/word/运输/#zh
L3-0875,杂志,雜誌,zázhì,N,3,2-4,2-4,,False,https://forvo.com/word/杂志/#zh
L3-0876,早已,早已,zǎoyǐ,Adv,3,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/早已/#zh
L3-0877,造,造,zào,V,3,4,4,,False,https://forvo.com/word/造/#zh
L3-0878,造成,造成,zàochéng,V,3,4-2,4-2,,False,https://forvo.com/word/造成/#zh
L3-0879,责任,責任,zérèn,N,3,2-4,2-4,,False,https://forvo.com/word/责任/#zh
L3-0880,增加,增加,zēngjiā,V,3,1-1,1-1,,False,https://forvo.com/word/增加/#zh
L3-0881,增长,增長,zēngzhǎng,V,3,1-3,1-3,,False,https://forvo.com/word/增长/#zh
L3-0882,展开,展開,zhǎnkāi,,3,3-1,3-1,,False,https://forvo.com/word/展开/#zh
L3-0883,张,張,zhāng,M/V,3,1,1,,False,https://forvo.com/word/张/#zh
L3-0884,照,照,zhào,V/Prep,3,4,4,,False,https://forvo.com/word/照/#zh
L3-0885,者（志愿者）,者（志願者）,zhě (zhìyuànzhě),Suffix,3,3,3,,False,https://forvo.com/word/者（志愿者）/#zh
L3-0886,真实,真實,zhēnshí,Adj,3,1-2,1-2,,False,https://forvo.com/word/真实/#zh
L3-0887,争,爭,zhēng,V,3,1,1,,False,https://forvo.com/word/争/#zh
L3-0888,争取,爭取,zhēngqǔ,V,3,1-3,1-3,,False,https://forvo.com/word/争取/#zh
L3-0889,整,整,zhěng,Adj/V,3,3,3,,False,https://forvo.com/word/整/#zh
L3-0890,整个,整個,zhěnggè,Adj,3,3-4,3-4,,False,https://forvo.com/word/整个/#zh
L3-0891,整理,整理,zhěnglǐ,V,3,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/整理/#zh
L3-0892,整齐,整齊,zhěngqí,Adj,3,3-2,3-2,,False,https://forvo.com/word/整齐/#zh
L3-0893,整体,整體,zhěngtǐ,N,3,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/整体/#zh
L3-0894,整天,整天,zhěngtiān,N,3,3-1,3-1,,False,https://forvo.com/word/整天/#zh
L3-0895,整整,整整,zhěngzhěng,Adv,3,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/整整/#zh
L3-0896,正,正,zhèng,Adj,3,4,4,,False,https://forvo.com/word/正/#zh
L3-0897,正式,正式,zhèngshì,Adj,3,4-4,4-4,,False,https://forvo.com/word/正式/#zh
L3-0898,证,證,zhèng,N,3,4,4,,False,https://forvo.com/word/证/#zh
L3-0899,证件,證件,zhèngjiàn,N,3,4-4,4-4,,False,https://forvo.com/word/证件/#zh
L3-0900,证据,證據,zhèngjù,N,3,4-4,4-4,,False,https://forvo.com/word/证据/#zh
L3-0901,证明,證明,zhèngmíng,V/N,3,4-2,4-2,,False,https://forvo.com/word/证明/#zh
L3-0902,支,支,zhī,M,3,1,1,,False,https://forvo.com/word/支/#zh
L3-0903,支持,支持,zhīchí,V,3,1-2,1-2,,False,https://forvo.com/word/支持/#zh
L3-0904,支付,支付,zhīfù,V,3,1-4,1-4,,False,https://forvo.com/word/支付/#zh
L3-0905,只,隻,zhī,M,3,1,1,,False,https://forvo.com/word/只/#zh
L3-0906,直,直,zhí,Adj/V/Adv,3,2,2,,False,https://forvo.com/word/直/#zh
L3-0907,直播,直播,zhíbō,V,3,2-1,2-1,,False,https://forvo.com/word/直播/#zh
L3-0908,直到,直到,zhídào,V,3,2-4,2-4,,False,https://forvo.com/word/直到/#zh
L3-0909,值,值,zhí,V,3,2,2,,False,https://forvo.com/word/值/#zh
L3-0910,值得,值得,zhídé,,3,2-N,2-N,neutral_tone,False,https://forvo.com/word/值得/#zh
L3-0911,职工,職工,zhígōng,N,3,2-1,2-1,,False,https://forvo.com/word/职工/#zh
L3-0912,职业,職業,zhíyè,N,3,2-4,2-4,,False,https://forvo.com/word/职业/#zh
L3-0913,只好,只好,zhǐhǎo,Adv,3,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/只好/#zh
L3-0914,只是,只是,zhǐshì,Adv/Conj,3,3-4,3-4,,False,https://forvo.com/word/只是/#zh
L3-0915,只有,只有,zhǐyǒu,Conj,3,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/只有/#zh
L3-0916,指,指,zhǐ,V,3,3,3,,False,https://forvo.com/word/指/#zh
L3-0917,指出,指出,zhǐchū,,3,3-1,3-1,,False,https://forvo.com/word/指出/#zh
L3-0918,指导,指導,zhǐdǎo,V,3,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/指导/#zh
L3-0919,至今,至今,zhìjīn,Adv,3,4-1,4-1,,False,https://forvo.com/word/至今/#zh
L3-0920,至少,至少,zhìshǎo,Adv,3,4-3,4-3,,False,https://forvo.com/word/至少/#zh
L3-0921,志愿,志願,zhìyuàn,N,3,4-4,4-4,,False,https://forvo.com/word/志愿/#zh
L3-0922,志愿者,志願者,zhìyuànzhě,N,3,4-4-3,4-4-3,,False,https://forvo.com/word/志愿者/#zh
L3-0923,制定,制定,zhìdìng,V,3,4-4,4-4,,False,https://forvo.com/word/制定/#zh
L3-0924,制度,制度,zhìdù,N,3,4-4,4-4,,False,https://forvo.com/word/制度/#zh
L3-0925,制造,製造,zhìzào,V,3,4-4,4-4,,False,https://forvo.com/word/制造/#zh
L3-0926,制作,製作,zhìzuò,V,3,4-4,4-4,,False,https://forvo.com/word/制作/#zh
L3-0927,中部,中部,zhōngbù,N,3,1-4,1-4,,False,https://forvo.com/word/中部/#zh
L3-0928,中华民族,中華民族,Zhōnghuá Mínzú,,3,1-2-2-2,1-2-2-2,,False,https://forvo.com/word/中华民族/#zh
L3-0929,终于,終於,zhōngyú,Adv,3,1-2,1-2,,False,https://forvo.com/word/终于/#zh
L3-0930,钟,鐘,zhōng,N,3,1,1,,False,https://forvo.com/word/钟/#zh
L3-0931,种,種,zhǒng,M,3,3,3,,False,https://forvo.com/word/种/#zh
L3-0932,种子,種子,zhǒngzi,N,3,3-N,3-N,neutral_tone,False,https://forvo.com/word/种子/#zh
L3-0933,重大,重大,zhòngdà,Adj,3,4-4,4-4,,False,https://forvo.com/word/重大/#zh
L3-0934,周围,周圍,zhōuwéi,N,3,1-2,1-2,,False,https://forvo.com/word/周围/#zh
L3-0935,猪,豬,zhū,N,3,1,1,,False,https://forvo.com/word/猪/#zh
L3-0936,主持,主持,zhǔchí,V,3,3-2,3-2,,False,https://forvo.com/word/主持/#zh
L3-0937,主动,主動,zhǔdòng,Adj,3,3-4,3-4,,False,https://forvo.com/word/主动/#zh
L3-0938,主任,主任,zhǔrèn,N,3,3-4,3-4,,False,https://forvo.com/word/主任/#zh
L3-0939,主意,主意,zhǔyi,N,3,3-N,3-N,neutral_tone,False,https://forvo.com/word/主意/#zh
L3-0940,主张,主張,zhǔzhāng,V/N,3,3-1,3-1,,False,https://forvo.com/word/主张/#zh
L3-0941,注意,注意,zhùyì,,3,4-4,4-4,,False,https://forvo.com/word/注意/#zh
L3-0942,祝,祝,zhù,V,3,4,4,,False,https://forvo.com/word/祝/#zh
L3-0943,抓,抓,zhuā,V,3,1,1,,False,https://forvo.com/word/抓/#zh
L3-0944,抓住,抓住,zhuāzhù,,3,1-4,1-4,,False,https://forvo.com/word/抓住/#zh
L3-0945,专家,專家,zhuānjiā,N,3,1-1,1-1,,False,https://forvo.com/word/专家/#zh
L3-0946,专门,專門,zhuānmén,Adv,3,1-2,1-2,,False,https://forvo.com/word/专门/#zh
L3-0947,专题,專題,zhuāntí,N,3,1-2,1-2,,False,https://forvo.com/word/专题/#zh
L3-0948,专业,專業,zhuānyè,N,3,1-4,1-4,,False,https://forvo.com/word/专业/#zh
L3-0949,转,轉,zhuǎn,V,3,3,3,,False,https://forvo.com/word/转/#zh
L3-0950,转变,轉變,zhuǎnbiàn,V,3,3-4,3-4,,False,https://forvo.com/word/转变/#zh
L3-0951,状况,狀況,zhuàngkuàng,N,3,4-4,4-4,,False,https://forvo.com/word/状况/#zh
L3-0952,状态,狀態,zhuàngtài,N,3,4-4,4-4,,False,https://forvo.com/word/状态/#zh
L3-0953,追,追,zhuī,V,3,1,1,,False,https://forvo.com/word/追/#zh
L3-0954,准,準,zhǔn,Adj/Adv,3,3,3,,False,https://forvo.com/word/准/#zh
L3-0955,资格,資格,zīgé,N,3,1-2,1-2,,False,https://forvo.com/word/资格/#zh
L3-0956,资金,資金,zījīn,N,3,1-1,1-1,,False,https://forvo.com/word/资金/#zh
L3-0957,子女,子女,zǐnǚ,N,3,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/子女/#zh
L3-0958,自从,自從,zìcóng,Prep,3,4-2,4-2,,False,https://forvo.com/word/自从/#zh
L3-0959,自动,自動,zìdòng,Adj/Adv,3,4-4,4-4,,False,https://forvo.com/word/自动/#zh
L3-0960,自觉,自覺,zìjué,Adj,3,4-2,4-2,,False,https://forvo.com/word/自觉/#zh
L3-0961,自然,自然,zìrán,N/Adj/Adv,3,4-2,4-2,,False,https://forvo.com/word/自然/#zh
L3-0962,自身,自身,zìshēn,N,3,4-1,4-1,,False,https://forvo.com/word/自身/#zh
L3-0963,自主,自主,zìzhǔ,V,3,4-3,4-3,,False,https://forvo.com/word/自主/#zh
L3-0964,总,總,zǒng,Adv,3,3,3,,False,https://forvo.com/word/总/#zh
L3-0965,总结,總結,zǒngjié,V/N,3,3-2,3-2,,False,https://forvo.com/word/总结/#zh
L3-0966,总是,總是,zǒngshì,Adv,3,3-4,3-4,,False,https://forvo.com/word/总是/#zh
L3-0967,足够,足夠,zúgòu,V,3,2-4,2-4,,False,https://forvo.com/word/足够/#zh
L3-0968,足球,足球,zúqiú,N,3,2-2,2-2,,False,https://forvo.com/word/足球/#zh
L3-0969,组合,組合,zǔhé,V,3,3-2,3-2,,False,https://forvo.com/word/组合/#zh
L3-0970,左右,左右,zuǒyòu,N/V,3,3-4,3-4,,False,https://forvo.com/word/左右/#zh
L3-0971,作品,作品,zuòpǐn,N,3,4-3,4-3,,False,https://forvo.com/word/作品/#zh
L3-0972,作者,作者,zuòzhě,N,3,4-3,4-3,,False,https://forvo.com/word/作者/#zh
L3-0973,做客,做客,zuòkè,,3,4-4,4-4,,False,https://forvo.com/word/做客/#zh
L4-0001,阿姨,阿姨,āyí,N,4,1-2,1-2,,False,https://forvo.com/word/阿姨/#zh
L4-0002,啊,啊,ā,Intj,4,1,1,,False,https://forvo.com/word/啊/#zh
L4-0003,矮,矮,ǎi,Adj,4,3,3,,False,https://forvo.com/word/矮/#zh
L4-0004,矮小,矮小,ǎixiǎo,Adj,4,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/矮小/#zh
L4-0005,爱国,愛國,àiguó,,4,4-2,4-2,,False,https://forvo.com/word/爱国/#zh
L4-0006,爱护,愛護,àihù,V,4,4-4,4-4,,False,https://forvo.com/word/爱护/#zh
L4-0007,安,安,ān,V/Adj,4,1,1,,False,https://forvo.com/word/安/#zh
L4-0008,安置,安置,ānzhì,V,4,1-4,1-4,,False,https://forvo.com/word/安置/#zh
L4-0009,按时,按時,ànshí,Adv,4,4-2,4-2,,False,https://forvo.com/word/按时/#zh
L4-0010,暗,暗,àn,Adj,4,4,4,,False,https://forvo.com/word/暗/#zh
L4-0011,暗示,暗示,ànshì,V,4,4-4,4-4,,False,https://forvo.com/word/暗示/#zh
L4-0012,巴士,巴士,bāshì,N,4,1-4,1-4,,False,https://forvo.com/word/巴士/#zh
L4-0013,百货,百貨,bǎihuò,N,4,3-4,3-4,,False,https://forvo.com/word/百货/#zh
L4-0014,摆,擺,bǎi,V,4,3,3,,False,https://forvo.com/word/摆/#zh
L4-0015,摆动,擺動,bǎidòng,V,4,3-4,3-4,,False,https://forvo.com/word/摆动/#zh
L4-0016,摆脱,擺脫,bǎituō,V,4,3-1,3-1,,False,https://forvo.com/word/摆脱/#zh
L4-0017,败,敗,bài,V,4,4,4,,False,https://forvo.com/word/败/#zh
L4-0018,办事,辦事,bànshì,,4,4-4,4-4,,False,https://forvo.com/word/办事/#zh
L4-0019,包裹,包裹,bāoguǒ,N/V,4,1-3,1-3,,False,https://forvo.com/word/包裹/#zh
L4-0020,包含,包含,bāohán,V,4,1-2,1-2,,False,https://forvo.com/word/包含/#zh
L4-0021,包括,包括,bāokuò,V,4,1-4,1-4,,False,https://forvo.com/word/包括/#zh
L4-0022,薄,薄,báo,Adj,4,2,2,,False,https://forvo.com/word/薄/#zh
L4-0023,宝,寶,bǎo,N,4,3,3,,False,https://forvo.com/word/宝/#zh
L4-0024,宝宝,寶寶,bǎobao,N,4,3-N,3-N,neutral_tone,False,https://forvo.com/word/宝宝/#zh
L4-0025,宝贝,寶貝,bǎobèi,N,4,3-4,3-4,,False,https://forvo.com/word/宝贝/#zh
L4-0026,宝贵,寶貴,bǎoguì,Adj,4,3-4,3-4,,False,https://forvo.com/word/宝贵/#zh
L4-0027,宝石,寶石,bǎoshí,N,4,3-2,3-2,,False,https://forvo.com/word/宝石/#zh
L4-0028,保密,保密,bǎomì,,4,3-4,3-4,,False,https://forvo.com/word/保密/#zh
L4-0029,保守,保守,bǎoshǒu,V/Adj,4,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/保守/#zh
L4-0030,抱,抱,bào,V,4,4,4,,False,https://forvo.com/word/抱/#zh
L4-0031,背景,背景,bèijǐng,N,4,4-3,4-3,,False,https://forvo.com/word/背景/#zh
L4-0032,倍,倍,bèi,M,4,4,4,,False,https://forvo.com/word/倍/#zh
L4-0033,被迫,被迫,bèipò,V,4,4-4,4-4,,False,https://forvo.com/word/被迫/#zh
L4-0034,本科,本科,běnkē,N,4,3-1,3-1,,False,https://forvo.com/word/本科/#zh
L4-0035,笨,笨,bèn,Adj,4,4,4,,False,https://forvo.com/word/笨/#zh
L4-0036,比分,比分,bǐfēn,N,4,3-1,3-1,,False,https://forvo.com/word/比分/#zh
L4-0037,毕业,畢業,bìyè,,4,4-4,4-4,,False,https://forvo.com/word/毕业/#zh
L4-0038,毕业生,畢業生,bìyèshēng,N,4,4-4-1,4-4-1,,False,https://forvo.com/word/毕业生/#zh
L4-0039,避,避,bì,V,4,4,4,,False,https://forvo.com/word/避/#zh
L4-0040,避免,避免,bìmiǎn,V,4,4-3,4-3,,False,https://forvo.com/word/避免/#zh
L4-0041,编,編,biān,V,4,1,1,,False,https://forvo.com/word/编/#zh
L4-0042,辩论,辯論,biànlùn,V/N,4,4-4,4-4,,False,https://forvo.com/word/辩论/#zh
L4-0043,标志,標誌,biāozhì,V/N,4,1-4,1-4,,False,https://forvo.com/word/标志/#zh
L4-0044,表情,表情,biǎoqíng,N,4,3-2,3-2,,False,https://forvo.com/word/表情/#zh
L4-0045,表扬,表揚,biǎoyáng,V,4,3-2,3-2,,False,https://forvo.com/word/表扬/#zh
L4-0046,别,別,bié,V,4,2,2,,False,https://forvo.com/word/别/#zh
L4-0047,冰,冰,bīng,N,4,1,1,,False,https://forvo.com/word/冰/#zh
